title,title_en,content,content_EN,end_user (最终用户),supplier (中标单位),contract_value_RMB,created,deadline,public_unit,purchase_type,project_number
智能语音处理设备采购项目,Intelligent voice processing equipment procurement project,一、项目概要中国人民解放军某部委托中国电子进出口有限公司，就智能语音处理设备采购项目进行国内公开招标，现将采购结果进行公告。二、主要内容智能语音处理设备采购项目评审结果公告。一、招标项目基本情况1.采购编号：CEIEC-2020-ZMJC-0060/51（SCDJ-ZB-2020051）2.采购项目名称：智能语音处理设备采购项目3. 评审时间：2020年6月11日4. 评审结果：合肥讯飞数码科技有限公司上海优浪信息科技有限公司小牛思拓（北京）科技有限公司5. 公示期为即日起7个工作日(2020年6月16日-2020年6月24日)。公示期内如对结果存在异议，可向招标代理机构提出，逾期不再受理。   6.联系方式：联系人：  魏靓、许嘉联系人电话：XXXXXXXXXXX；XXXXXXXXXXX； XXXXXXXXXXX电子邮件： XXXXXXXXXXX地址：北京市海淀区复兴路17号国海广场A座2112,"I. Project summary China People's Liberation Army a part of China Electronic Import & Export Co., Ltd. Second, the main content intelligent voice processing equipment procurement project evaluation results announcement. I. Basic situation of the bidding project 1. Purchasing number: CEIEC-2020-ZMJC-0060/51 (SCDJ-ZB-2020051) 2. Purchasing project Name: Intelligent voice processing equipment procurement project 3. Review time: June 11, 2020 4. Review results: Hefei Xun Fei Digital Technology Co., Ltd. Shanghai Excelle Information Technology Co., Ltd. Xiao Niu Sutu (Beijing) Technology Co., Ltd. 5. The publicity period is 7 working days from now until June 16th - 2020 6 On the 24th of the month. If there is any objection to the results during the publicity, it can be proposed to the bidding agency. 6. Contact: Contact: Wei Wei, Xu Jia Contact Phone: xxxxxxxxxx; xxxxxxxxxxx; xxxxxxxxxxx; xxxxxxxxxxx: xxxxxxxxxxx Address: 2112, Haihai Plaza, 17 Fuxing Road, Haidian District, Beijing",中国人民解放军某部,合肥讯飞数码科技有限公司,..,6/15/2020 17:06:06,6/24/2020 0:00:00,战略支援部队,中标公告,
航空机载部附件自动检测设备项目中标公告,Announcement of annex automatic test equipment project,一、项目概要中招国际招标有限公司受中国人民解放军某部的委托，就以下项目进行国内公开招标。二、主要内容项目名称：航空机载部附件自动检测设备招标编号：TC1902EE5/03采购方式：国内公开招标招标公告发布日期：2019年12月28日评标日期：2020日5月8日评标方法：综合评分法评标结果如下：第一中标候选人：广州航新航空科技股份有限公司，综合得分96.37分；第二中标候选人：凯迈（洛阳）测控有限公司，综合得分93.38分。公示期为2020年5月15日起至2020年5月25日（7个工作日）。公示期内如对结果存在异议，可向招标代理机构书面提出，逾期不再受理。 采购人：中国人民解放军某部招标代理机构：中招国际招标有限公司地址：北京市海淀区学院南路62号联系人：孙先生电话：XXXXXXXXXXX邮箱：XXXXXXXXXXX,"I. Project Summary China Answer International Bidding Co., Ltd. is commissioned by a part of the Chinese People's Liberation Army, conducting domestic public bidding on the following projects. Second, the main content item name: Air machine management equipment automatic testing equipment bidding number: TC1902EE5 / 03 Purchasing method: Domestic public bidding tender announcement release date: December 28, 2019 Evaluation date: May 8, 2020 Evaluation Methods: The results of the comprehensive scoring method are as follows: First winning candidate: Guangzhou Navigation New Aviation Technology Co., Ltd., comprehensive score of 96.37 points; Second winning candidate: Kai Mai (Luoyang) Measurement and Control Co., Ltd., comprehensive score of 93.38 points. The publicity period is from May 15, 2020 to May 25, 2020 (7 working days). If there is any objection to the results during the publicity period, it can be submitted to the bidding agency, and it will not be accepted within the time limit. Purchaser: China People's Liberation Army, a bidding agency: Zhongzhao International Tendering Co., Ltd. Address: No. 62, South Road, Haidian District, Beijing Contact: Mr. Sun Phone: XXXXXXXXXX Mailbox: xxxxxxxxxx",中国人民解放军某部,广州航新航空科技股份有限公司,..,5/14/2020 17:11:03,5/25/2020 0:00:00,海军,中标公告,TC1902EE5
XX场区自动气象站监测网补充建设项目 中标公告,XX Square Automatic Weather Station Monitoring Network Supplement Construction Project Winning Announcement,XX场区自动气象站监测网补充建设项目中标公告中科高盛咨询集团有限公司受中国人民解放军某部队委托，就XX场区自动气象站监测网补充建设项目进行公开招标，按照规定程序进行了开标、评审，现就本次评审结果公布如下：一、采购人：中国人民解放军某部队二、采购代理机构：中科高盛咨询集团有限公司三、项目名称：XX场区自动气象站监测网补充建设项目  四、项目编号：ZKGSZB20200355五、发布招标公告时间：2020年9月9日六、开标时间：2020年10月14日上午9时00分（北京时间）七、开标地点：四川省成都市武侯区天久南巷6号（成都绅泰大酒店)八、评审结果：由评标委员会评定，推荐中标候选人名单如下：第一中标候选人：长春华信气象科技有限公司第二中标候选人：北京爱尔达电子设备有限公司第三中标候选人：凯迈（洛阳）环测有限公司公示期为7个工作日，如有异议，须在公示期内以书面形式向采购人或采购代理机构提出，逾期将不再受理。提出的书面质疑应当包括下列内容：（一）质疑的采购项目名称和项目编号；（二）质疑人和被质疑人的名称，质疑人的地址、联系方式等；（三）具体的质疑事项、事实依据及相关证明材料；（四）提起质疑的日期。书面质疑应由法定代表人签字并加盖单位公章，同时出具法定代表人资格证明书。由全权代表签字的，必须有法定代表人授权书和法定代表人资格证明书，并加盖单位公章。按照招标文件规定，公示期内无异议，则确定第一中标候选人为中标人。九、采购人、采购代理机构的名称、地址和联系方法1、采购人信息（1）名  称：中国人民解放军某部队（2）地  址：西昌市（3）联系人：刘先生（4）电  话：XXXXXXXXXXX、采购代理机构信息（1）名   称：中科高盛咨询集团有限公司（2）地   址：长沙市天心区友谊路413号运成大厦12楼（3）联系人：陈星星、方艺桦、黄波（4）电   话：XXXXXXXXXXX（5）电子邮箱：XXXXXXXXXXX,"XX Square Automatic Meteorological Station Monitoring Network Supplement Construction Project Winning Announcement Sino-Science Goldman Sachs Consulting Group Co., Ltd. is entrusted by a troops of the Chinese People's Liberation Army, and the XX Square Automatic Weather Station Monitoring Network supplemental construction projects will carry out public bidding, according to the prescribed procedure And the results of this review is as follows: First, the purchaser: a part of the Chinese People's Liberation Army, II, Purchasing Agency: Zhongke Goldman Sachs Consulting Group Co., Ltd. III, Project Name: XX Square Automatic Weather Station Monitoring Network Supplement Construction Project 4, project number: zkgszb20200355 5 Eight, review results: Assessment of the bid evaluation committee, the list of bidding candidates: First winning candidate: Changchun Huaxin Meteorological Technology Co., Ltd. : Beijing Irend Electronic Equipment Co., Ltd. The third winning candidate: Kai Mai (Luoyang) ring test Co., Ltd. publicity is 7 working days, if there is any objection, it must be in writing to the purchaser or procurement agent in the publicity period. The agency is proposed, and it will not be received within the time limit. The proposed written question should include the following: (1) Questioning the procurement project name and project number; (2) questioning the name, questioning the address, contact information, etc. of the questioner; (3) specific questioning, The facts and related certification materials; (4) the date of questioning. Written questioning should be signed by the legal representative and cover the unit of the unit, and the legal representative qualification certificate will be issued. Signed by the full representative, there must be a legal representative authorization and a legal representative qualification certificate, and a unit of official seal. According to the bidding documents, there is no objection during the publicity period, and the first winning candidate is a winning bidder. Nine, purchaser, the name, address and contact method of purchasing agency 1 Tel: XXXXXXXXXXX, Purchasing Agency Information (1) Name: Zhongke Goldman Sachs Consulting Group Co., Ltd. (2) Address: 12th Floor, Building 413, Youyi Road, Tianxin District, Changsha City (3) Contact: Chen Xingxing, Fang Yizhui, Huang Bo (4) Tel: XXXXXXXXXXX (5) Email: xxxxxxxxxx",中国人民解放军某部队,长春华信气象科技有限公司,..,10/16/2020 16:41:32,10/27/2020 0:00:00,战略支援部队,中标公告,ZKGSZB20200355
无人机搜索设备采购项目评标结果公示,UAV search equipment procurement project bid evaluation results,安徽省招标集团股份有限公司受中国人民解放军某部队委托，就无人机搜索设备采购项目（招标编号：JD2019-14-0230）进行公开招标。本项目于2020年11月5日9时00分，在四川省成都市某会议室进行开评标，本次评标采取综合评分法，经评标委员会评审，现将评审结果公示如下：一、评审结果1．项目名称：无人机搜索设备采购项目2．招标编号：JD2019-14-02303．中标候选人：第一中标候选人：西安爱生无人机技术有限公司第二中标候选人：四川航天神坤科技有限公司公示期：2020年11月16日至2020年11月24日评审结果公示期为7个工作日，各有关当事人如有异议，可在公示期内以书面形式向安徽省招标集团股份有限公司提出，逾期将不再受理。二、书面异议材料应当包括以下内容：1．异议人名称、地址和有效联系方式；2．被异议人名称；3．异议事项的基本事实；4．相关请求及主张；5．有效线索和相关证明材料。书面异议材料必须符合上述要求，且由其法定代表人签字并加盖公章，并附法定代表人及其委托联系人的有效身份证复印件，否则不予接收。三、异议材料有下列情形的亦不予接收：1．异议材料不完整的；2．异议事项含有主观猜测等内容且无充分有效证据的；3．对其他投标人的投标文件详细内容异议，无法提供合法来源渠道的。异议人不得以异议为名进行虚假、恶意异议，干扰采购评审活动的正常进行。对于提供虚假材料，以异议为名谋取中标或恶意异议扰乱采购工作秩序的，将报请行政监管部门处理。如公示期内无有效异议，本评审结果即为确定中标人的依据。特此公示。招标人：中国人民解放军某部队招标代理机构：安徽省招标集团股份有限公司地址：合肥市包河大道236号异议接收联系电话：XXXXXXXXXXX四、本次结果公示在XXXXXXXX信息网（XXXXXXXXXXX）上发布。,"Anhui Provincial Tendering Group Co., Ltd. is entrusted by a troops of the Chinese People's Liberation Army to conduct public bidding on drones search equipment procurement projects (bidding number: JD2019-14-0230). The project was at 9:00 on November 5, 2020, and the standard standard was conducted in a meeting room in Chengdu, Sichuan Province. This bid evaluation adopted a comprehensive score method. The assessment committee was reviewed. The results of the review will be publicized as follows: , Evaluation results 1. Project Name: Drone Search Equipment Purchasing Project 2. Tendering No .: JD2019-14-02303. Winning candidate: First winning candidate: Xi'an Erman Drone Technology Co., Ltd. Second winning candidate: Sichuan Aerospace Shenkun Technology Co., Ltd. Publicity: November 16th to 2020, 2020 Review Results The publicity period is 7 working days, and the relevant parties may be proposed to Anhui Bidding Group Co., Ltd. in a written form in the publicity period. It will not be rejected. Second, written objection materials should include the following: 1. Heighs, address, and effective contact; 2. The name of the opposition; 3. Basic facts of objection; 4. Relevant requests and claims; 5. Effective clues and related proof materials. The written objection material must meet the above requirements and is signed by its legal representative and cover the official seal, and attach the valid ID card of the legal representative and its entrusted contact, otherwise it will not receive it. Third, the objection materials are not received by the following situations: 1. The objection material is incomplete; The objection contains subjective guessing and other content and no sufficiently valid evidence; 3. Detailed content for other bidders' bid documents, unable to provide legal sources. The opposition may not perform a false, malicious objection, and interfere with the procurement review activities. For those who provide false materials, they will meet the order of the procurement or malicious objection to disagree, and will be issued to the administrative supervision department. If there is no effective objection during the publicity, the results of this review are the basis for determining the winning bidder. This is publicized. Tenderer: A troop of the Chinese People's Liberation Army: Anhui Provincial Tendering Group Co., Ltd. Address: No. 236, Baohe Avenue, Hefei City, Receive Tel: xxxxxxxxxx 4, this result is publicized in the XXXXXXXXXXXXX).",中国人民解放军某部队,西安爱生无人机技术有限公司,..,11/16/2020 16:48:07,11/24/2020 0:00:00,战略支援部队,中标公告,
智能化靶场动态毁伤数据采集装置研发采购评审结果公示,Intelligent shooting field dynamic damage data acquisition device R & D procurement review results publicity,一、项目概要1.项目名称：智能化靶场动态毁伤数据采集装置研发。2.项目编号：202007-JT-013。3.采购人名称：中国人民解放军某部队。4.项目预算：人民币万元。5.采购方式：竞争性谈判。6.采购公告发布日期：2020年8月19日；采购评审日期：2020年9月2日。7.采购评审方法：综合评分法。二、采购评审结果成交候选单位排序如下：第一，深圳市中科海信科技有限公司。第二，沈阳申蓝航空科技有限公司。如公示期内无异议，采购人将确定排名第一的单位为成交单位。三、公示期限即日起对采购评审结果予以公示，公示期为5个工作日。如对该评审结果存在异议，请在公示期内以书面形式（署名真实姓名、联系方式，以法人名义投诉的必须加盖单位公章并经法定代表人签字）向采购人提出质疑，逾期将不予受理。四、联系人及联系方式纪检监督人员：陈干事电话：XXXXXXXXXXX/XXXXXXXXXXX采购人联系人：谢参谋电话：XXXXXXXXXXX/XXXXXXXXXXX传真：XXXXXXXXXXX电子邮件：XXXXXXXXXXX地址：陕西省西安市新城区金花北路16号邮编：710032,"1. Project Summary 1. Project Name: Intelligent Target Dynamic Damage Data Acquisition Device R & D. 2. Project number: 202007-JT-013.3. Purchaser name: a troop of the Chinese People's Liberation Army. 4. Project budget: RMB 10,000 yuan. 5. Purchasing method: competitive negotiations. 6. Procurement Announcement Date: August 19, 2020; Purchasing Review Date: September 2, 2020. 7. Purchase review method: Comprehensive score method. Second, the result of the purchase review result is sorted as follows: First, Shenzhen Zhongke Hisense Technology Co., Ltd. Second, Shenyang Shenlan Air Technology Co., Ltd. If there is no objection during the publicity, the purchaser will determine the unit of the first unit as a transaction unit. Third, the publicity period is issued to the results of the procurement review, and the publicity period is 5 working days. If there is any objection to the results of the review, please question the purchaser in writing in a written form (signature real name, contact information, and signature of the statutory, signature) in the publicity period. Acceptance. Fourth, contact and contact information Discipline inspection supervisor: Chen Ganfen Tel: XXXXXXXXXXX / XXXXXXXXXXXX / XXXXXXXXXXX / XXXXXXXXXXXXX / XXXXXXXXXXXXF fax: xxxxxxxxxx email: xxxxxxxxxxx Address: XXXXXXXXXXX address: Xixian City, Shaanxi Province, Jinhua North Road 16 Post Code: 710032",中国人民解放军某部队,深圳市中科海信科技有限公司,..,9/9/2020 17:52:39,9/14/2020 0:00:00,陆军,中标公告,
智能微电网装置试验技术服务采购评审结果公示,Intelligent microgrid device test technology service procurement review results publicity,一、项目概要1.项目名称：智能微电网装置试验技术服务。2.项目编号：202004-ZB-003。3.采购人名称：中国人民解放军某部队。4.项目预算：人民币170万元。5.采购方式：公开招标。6.采购公告发布时间：2020年5月6日。7.采购评审日期：2020年5月25日。8.采购评审方法：综合评分法。二、采购评审结果第一候选成交供应商：中国北方车辆研究所。第二候选成交供应商：无锡市产品质量监督检察院。第三候选成交供应商：兰州中瑞电源产品质量检验有限公司（国家内燃机发电机组质量监督检验中心）。如公示期内无异议，采购人将确定第一候选成交供应商为成交单位。三、公示期限即日起对采购评审结果予以公示，公示期为5个工作日。如对该评审结果存在异议，请在公示期内以书面形式（署名真实姓名、联系方式，以法人名义投诉的必须加盖单位公章并经法定代表人签字）向采购人提出质疑，逾期将不予受理。四、联系人及联系方式纪检监督人员：陈干事电话：XXXXXXXXXXX/XXXXXXXXXXX采购人联系人：谢参谋电话：XXXXXXXXXXX/XXXXXXXXXXX传真：XXXXXXXXXXX电子邮件：XXXXXXXXXXX地址：陕西省西安市新城区金花北路16号邮编：710032,"1. Project Summary 1. Project Name: Intelligent Microgrid Device Test Technical Service. 2. Item No .: 202004-ZB-003.3. The Name of the Purchaser: A Troad of the Chinese People's Liberation Army. 4. Project budget: RMB 1.7 million. 5. Purchasing method: public bidding. 6. Purchasing Announcement Release time: May 6, 2020. 7. Date of purchase review: May 25, 2020. 8. Purchasing review method: Comprehensive score method. Second, the first candidate sales supplier of procurement review: China Northern Vehicle Research Institute. Second candidate transaction supplier: Wuxi product quality supervision and procuratorate. Third candidate transaction supplier: Lanzhou Zhongrui Power Supply Product Quality Inspection Co., Ltd. (National Internal Combustion Engine Generator Group Quality Supervision and Inspection Center). If there is no objection during the publicity, the purchaser will determine the first candidate transaction provider as the transaction unit. Third, the publicity period is issued to the results of the procurement review, and the publicity period is 5 working days. If there is any objection to the results of the review, please question the purchaser in writing in a written form (signature real name, contact information, and signature of the statutory, signature) in the publicity period. Acceptance. Fourth, contact and contact information Discipline inspection supervisor: Chen Ganfen Tel: XXXXXXXXXXX / XXXXXXXXXXXX / XXXXXXXXXXX / XXXXXXXXXXXXX / XXXXXXXXXXXXF fax: xxxxxxxxxx email: xxxxxxxxxxx Address: XXXXXXXXXXX address: Xixian City, Shaanxi Province, Jinhua North Road 16 Post Code: 710032",中国人民解放军某部队,中国北方车辆研究所,..,6/9/2020 16:58:27,6/15/2020 0:00:00,陆军,中标公告,
水下无人自主航行器采购项目评标结果公告,Announcement of the results of the evaluation project of underwater unmanned aerial vehicle procurement project,水下无人自主航行器采购项目评标结果公告一、招标单位：中国人民解放军某部队二、项目名称：水下无人自主航行器采购项目三、项目编号：TC200S08Q-01 （统一信息编码：HHJDGG20200526045）四、招标公告发布时间：2020年5月25日五、开标评标时间：2020年7月28日六、评标办法：综合评价法七、评标委员会评标结果 经评标委员会评审，推荐中标候选人排序如下：第一中标候选人：西安天和海防智能科技有限公司第二中标候选人：上海瀚界科技发展有限公司第三中标候选人：北京泰富坤科技有限公司 评标结果公示期为7个工作日，如对评标结果有异议，可以在公示期内以书面形式向招标代理机构提出质疑，逾期将不再受理。八、联系方式联系人：孟老师地  址：河南郑州九、招标代理机构信息采购代理机构：中招国际招标有限公司       联 系 人：张利、赵子娇、吴昊天           电    话：XXXXXXXXXXX、XXXXXXXXXXX、XXXXXXXXXXX传    真：XXXXXXXXXXX                   地    址：北京市海淀区学院南路62号中关村资本大厦602A邮政编码：100081                                                             2020年9月2日,"Underwater unmanned aerial purchase project bid evaluation results Announcement HHJDGG20200526045, bidding announcement release time: May 25, 2020, bid bid evaluation time: July 28, 2020, July 28, 2020 The recommended winning candidate is below: First win bidder: Xi'an Tianhe Haishuang Intelligent Technology Co., Ltd. Second Winning Candidate: Shanghai Yinjie Technology Development Co., Ltd. Third winning candidate: Beijing Taofun Technology Co., Ltd. The publicity period is 7 working days. If there is any objection to the results of the bid evaluation, you can make a questioning agency in a written form in a written form, which will no longer be accepted. Eight, contact information contact: Meng teacher Address: Henan Zhengzhou 9, tendering agency information purchase agency: Zhongzhao International Tendering Co., Ltd. Contact: Zhang Li, Zhao Zijiao, Wu Haotian Tel: xxxxxxxxxx, xxxxxxxxxx, XXXXXXXXXXX video: XXXXXXXXXXX XXXX XX: 602A, Zhongguancun Capital Building, No. 62 College South Road, Haidian District, Beijing, China Postcode: 100081 2020, September 2",中国人民解放军某部队,西安天和海防智能科技有限公司,..,9/3/2020 16:59:57,9/14/2020 0:00:00,战略支援部队,中标公告,TC200S08Q01
运载无人机项目竞争性谈判结果公示,Carrying drone project competitive negotiation results publicity,中科高盛咨询集团有限公司受中国人民解放军某部的委托，对运载无人机项目进行竞争性谈判采购，经谈判小组评审，现对谈判的结果予以公示。一、采购人：中国人民解放军某部二、采购代理机构：中科高盛咨询集团有限公司三、项目名称：运载无人机项目四、项目编号：ZKGSF(ZB)-20203770五、评审日期：2020年09月04日六、采购方式：竞争性谈判七、评审结果:经谈判小组评议，评审结果如下：第一成交候选人：深圳市科卫泰实业发展有限公司第二成交候选人：中国电子科技集团公司第五十四研究所第三成交候选人：深圳北控信息发展有限公司公示期为自公示发布之日起7个工作日。如有异议，须在公示期内以书面形式向采购人或采购代理机构提出，逾期或未按要求提出将不予受理。递交的异议函及其他书面材料应当包括下列内容：1.项目名称和项目编号；2.具体的异议事项、事实依据及相关证明材料；3.异议函需加盖单位公章；4.异议名称、地址、及有效联系方式。八、联系方式1、采购人联系人：罗工联系电话：XXXXXXXXXXX、采购代理机构：中科高盛咨询集团有限公司联 系 人：贺工联系电话：XXXXXXXXXXX,"Zhongke Goldman Sachs Consulting Group Co., Ltd. was commissioned by a part of the Chinese People's Liberation Army, and a competitive negotiation procurement of drone projects, the negotiation group review was publicized, and the results of the negotiations were publicized. I. Purchaser: Part II for the Chinese People's Liberation Army: Sino-Science Goldman Sachs Consulting Group Co., Ltd. III, Project Name: Carrying drone project four, project number: zkgsf (zb) -20203770 5. Review date: 2020 September 04, Saturday, Purchasing Method: Competitive Negotiation 7. Review Results: After the negotiation group review, the results of the review are as follows: The first transaction candidate: Shenzhen Kewei Titai Industrial Development Co., Ltd. Second Transaction Candidate: China Electronics The third transaction candidate of the 54th Institute of Technology Group Corporation: Shenzhen North Control Information Development Co., Ltd. publicity is 7 working days from the date of publicity release. If there is any objection, it must be proposed to the purchaser or the purchasing agency in a written form in a written form, and will not be accepted. Excuseries and other written materials in hand should include the following: 1. Project Name and Project Number; 2. Specific objection, factual basis and related proof materials; 3. Obtaining letter must be stamped in the official seal; 4. Dissent name, Address, and Effective Contact. Eight, contact information 1, buyer contact: Luo work contact number: XXXXXXXXXXX, purchase agency: Zhongke Goldman Sachs Consulting Group Co., Ltd .:: Hector Contact Phone: xxxxxxxxxxx",中国人民解放军某部队,深圳市科卫泰实业发展有限公司,..,9/7/2020 16:40:58,9/16/2020 0:00:00,海军,中标公告,ZKGSF(ZB)-20203770
智能驾驶机械系统评标结果公示,Intelligent driving mechanical system evaluation results,一、项目名称：智能驾驶机械系统二、项目编号：SH0029SB20JP-0104（KGDXYWZCG-1-102-2)三、采购人名称：中国人民解放军空军工程大学信息与导航学院四、公告时间：2020年01月19日五、评审时间:2020年4月14日六、评审结果第一名：中国科学院沈阳自动化研究所第二名：西北工业大学第三名：武汉科技大学公示期为七个工作日，如有异议，须在公示期内向招标代理机构提出。递交的异议函及其他书面材料应当包括下列内容：（一）项目名称和招标编号；（二）具体的异议事项、事实依据及相关证明材料；（三）异议函需加盖单位公章；（四）联系人（单位负责人或授权人）及联系方式。七、采购代理机构联系方式联系人：陈鹏      电话：XXXXXXXXXXX地  址：西安市团结南路32号航天技术军民融合创新中心四楼东风（武汉）工程咨询有限公司402室,"I. Project Name: Intelligent Driving Machinery System 2, Item No .: SH0029SB20JP-0104 (KGDXYWZCG-1-102-2) Third, Purchaser Name: China People's Liberation Army Air Force Engineering University Information and Navigation College IV, Announcement Time: 2020 01 On the 19th, 19th, review time: April 14, 2020, the first place: the first place: Shenyang Automation Research Institute, Chinese Academy of Sciences, 2nd: The third place in Northwest University of Technology: Wuhan University of Science and Technology is seven working days, If there is any objection, it must be proposed to the bidding agency within the publicity period. The discontinued confidence and other written materials should include the following: (1) Project name and tendering number; (2) specific objection, factual basis and related proof materials; (3) Excisions required to stump; (four) ) Contact (responsible person or authorized person) and contact information. Seven, procurement agency Contact Information Contact: Chen Peng Phone: XXXXXXXXXXX XXX Address: Room 402, Dongfeng (Wuhan) Engineering Consulting Co., Ltd., No. 32 Space Technology, South Road, Xi'an City",中国人民解放军空军工程大学信息与导航学院,中国科学院沈阳自动化研究所,..,5/29/2020 16:33:09,6/9/2020 0:00:00,空军,中标公告,SH0029SB20JP0104
飞行智能驾驶系统演示视频评标结果公示,Flight smart driving system presentation video bid evaluation results,一、项目名称：飞行智能驾驶系统演示视频二、项目编号：SH0029SB20JP-0107（KGDXYWZCG-1-102-5)三、采购人名称：中国人民解放军空军工程大学信息与导航学院四、公告时间：2020年01月19日五、评审时间:2020年4月14日六、评审结果第一名：西安航天信息研究所第二名：北京海鹰科技情报研究所第三名：中国工程物理研究院科技信息中心公示期为七个工作日，如有异议，须在公示期内向招标代理机构提出。递交的异议函及其他书面材料应当包括下列内容：（一）项目名称和招标编号；（二）具体的异议事项、事实依据及相关证明材料；（三）异议函需加盖单位公章；（四）联系人（单位负责人或授权人）及联系方式。七、采购代理机构联系方式联系人：陈鹏      电话：XXXXXXXXXXX地  址：西安市团结南路32号航天技术军民融合创新中心四楼东风（武汉）工程咨询有限公司402室,"I. Project Name: Flying Smart Driving System Demo Video II, Item No .: SH0029SB20JP-0107 (KGDXYWZCG-1-102-5) Third, Purchaser Name: China People's Liberation Army Air Force Engineering University Information and Navigation College IV, Announcement Time: 2020 January 19th, review time: April 14, 2020, the first place: the results of the review: Xi'an Aerospace Information Research Institute 2nd: Beijing Haiying Science and Technology Research Institute 3rd: China Engineering Physics Research Institute Technology Information center publicity period is seven working days, if there is any objection, it must be proposed to the bidding agency within the publicity period. The discontinued confidence and other written materials should include the following: (1) Project name and tendering number; (2) specific objection, factual basis and related proof materials; (3) Excisions required to stump; (four) ) Contact (responsible person or authorized person) and contact information. Seven, procurement agency Contact Information Contact: Chen Peng Phone: XXXXXXXXXXX XXX Address: Room 402, Dongfeng (Wuhan) Engineering Consulting Co., Ltd., No. 32 Space Technology, South Road, Xi'an City",中国人民解放军空军工程大学信息与导航学院,西安航天信息研究所,..,5/29/2020 16:33:08,6/9/2020 0:00:00,空军,中标公告,SH0029SB20JP0107
国产自主可控服务器等硬件采购项目评标结果公告,Announcement of the results of hardware procurement projects such as domestic autonomous controllable servers,国产自主可控服务器等硬件采购项目评标结果公告 一、招标单位：中国人民解放军空军研究院二、项目名称：国产自主可控服务器等硬件采购项目三、项目编号：TC200S0FT四、招标公告发布时间：2020年5月27日五、开标评标时间：2020年6月18日六、评标办法：综合评价法七、评标委员会评标结果 经评标委员会评审，推荐中标候选人排序如下：第一中标候选人：同方电子科技有限公司第二中标候选人：方一信息科技（上海）有限公司第三中标候选人：中博龙辉装备集团股份有限公司 评标结果公示期为7个工作日，投标人如对评标结果有质疑，可以在公示期内以书面形式向招标代理机构提出质疑，逾期将不再受理。八、联系方式联系人：黄参谋地  址：北京九、招标代理机构信息采购代理机构：中招国际招标有限公司       联 系 人：张利、赵子娇、吴昊天           电    话：XXXXXXXXXXX、XXXXXXXXXXX、XXXXXXXXXXX传    真：XXXXXXXXXXX                   地    址：北京市海淀区学院南路62号中关村资本大厦602A邮政编码：100081                                       2020年6月29日,"Domestic autonomous controllable server and other hardware procurement project bid evaluation results, bidding unit: China People's Liberation Army Air Force Research Institute, II. : May 27, 2020, bid evaluation time: June 18, 2020, bid evaluation method: Comprehensive evaluation law 7. The evaluation of the bid evaluation committee evaluation, the recommended winning candidate is sorted as follows: First winning candidate: Tongfang Electronic Technology Co., Ltd. Second Winning Candidate: Fang Yixian Information Technology (Shanghai) Co., Ltd. Third winning candidate: Zhonglonghui equipment group Co., Ltd. Evaluation results of 7 working days If the bidder has questioned the evaluation results, it can be questioned in written agencies in a written form, and will no longer be accepted within the time limit. Eight, contact information contact: Huang quarter address: Beijing Nine, tendering agency information purchase agency: Zhongzhao International Tendering Co., Ltd. Contact: Zhang Li, Zhao Zijiao, Wu Haotian Tel: XXXXXXXXXX, XXXXXXXXXXX XXXXXXXXXXXXX Address: 602A, Zhongguancun Capital Building, No. 62 College South Road, Haidian District, Beijing, China Post Code: 100081 June 29, 2020",中国人民解放军空军研究院,同方电子科技有限公司,..,6/29/2020 17:16:31,7/8/2020 0:00:00,空军,中标公告,TC200S0FT
基于大数据和深度学习的装备修理时机预测原型系统项目中标公告,Based on large data and deep learning equipment repair timing predicts prototype system project winning bid announcement,1、招标人： 中国人民解放军陆军装甲兵学院2、招标代理机构：中信国际招标有限公司3、项目名称：基于大数据和深度学习的装备修理时机预测原型系统4、项目编号： Citic-bidding-密20200925、开标评标时间：2020年7月30日经评标委员会评议，评标结果如下：第一中标候选人：厦门渊亭信息科技有限公司第二中标候选人：北京安联通科技有限公司第三中标候选人：东旺信息科技（上海）有限公司公示期：公告发布之日起7个工作日公示期内如对评审结果存在异议，可向招标代理机构书面正式提出，逾期将不再受理。招标代理机构联系方式：联系人：陈莹电  话：XXXXXXXXXXX地  址：北京市朝阳区新源南路6号京城大厦A座,"1. Tenderer: China People's Liberation Army Army Armament School 2, Tendering Agency: CITIC International Tendering Co., Ltd. 3, Project Name: Equipment Repair Timer Based on Big Data and Deep Learning Prediction Prototype System 4, Item No .: CITIC-BIDDING- 20200925, bid bid evaluation time: July 30, 2020, the evaluation of the bid evaluation committee, the evaluation results are as follows: First winning candidate: Xiamen Qingding Information Technology Co., Ltd. Second Winning Candidate: Beijing Anlong Technology Co., Ltd. Three-winning candidate: Dongwang Information Technology (Shanghai) Co., Ltd. Publicity: An objection to the evaluation results during the announcement of the announcement, can be officially proposed to the bidding agency, and will not be accepted in writing to the bidding agency. . Tendering agency Contact: Contact: Chen Ying Electricity: xxxxxxxxxxx Address: Block A, Jingcheng Building, No. 6 Xinyuan South Road, Chaoyang District, Beijing",中国人民解放军陆军装甲兵学院,厦门渊亭信息科技有限公司,..,8/5/2020 15:49:18,8/14/2020 0:00:00,陆军,中标公告,
